alexa_rank,company_name,company_url,score,serial_number,verb,web_info
25399,杭州电子科技大学,www.hdu.edu.cn,得分:3309,529,190,网站简介：?杭州电子科技大学是一所电子信息特色突出，经管学科优势明显，工、理、经、管、文、法、艺等多学科相互渗透的教学研究型大学。
76590,西南石油大学,www.swpu.edu.cn,得分:3308,530,92,"网站简介：西南石油大学简称""西油""，地处成都（设地铁石油大学站），是1950年代，由清华大学、北京石油学院调入师资及图书仪器组建而成的中国第二所石油本科高校。西油成立..."
35787,东北师范大学,www.nenu.edu.cn,得分:3306,531,292,网站简介：东北师范大学主页，主要栏目有：东师概览、师资队伍、人才培养、学科建设、科学研究、交流合作、校园文化、公共服务等。
22194,浙江工业大学,www.zjut.edu.cn,得分:3305,532,243,网站简介：浙江工业大学是一所综合性的浙江省属重点大学，始建于1953年，其前身可以追溯到1910年创立的浙江中等工业学堂，先后经历了杭州化工学校（1953年6月～1958年6月），浙江化工...
352236,北京工商大学,btbu.edu.cn,得分:3305,533,177,网站简介：北京工商大学是北京市重点建设的多科性大学，1999年6月经教育部批准由北京轻工业学院与北京商学院合并，机械工业管理干部学院并入组建而成。
201804,安徽广播电视大学,ahtvu.ah.cn,得分:3304,534,219,网站简介：安徽广播电视大学
27939,华北电力大学,www.ncepu.edu.cn,得分:3302,535,262,网站简介：华北电力大学是教育部直属国家“211工程”、“985工程优势学科创新平台”全国重点大学，为国民经济发展和社会进步培养高素质电力创新型人才发挥了重要作用。
80258,全球军事网,militaryy.cn,得分:3301,536,488,网站简介：全球军事网（www.militaryy.cn）全球中文军事爱好者之家，包含军事快报，军事新闻，欧美军事，台海军事，中国军事等，是广大军事爱好者以及专业人士的互动交流平台。
2110,优达学城,www.udacity.com,得分:3300,537,41,网站简介：udacity是来自硅谷的前沿技术平台，为广大学子提供web前端开发、python/java编程、ios/android开发、人工智能开发等一系列在线课程及实战项目，满足学员灵活的学习需求
124035,中国自考网,chinazikao.com,得分:3300,538,181,"网站简介：中国权威高等教育自学考试门户,及时的自考资讯,全面的自考指南,互动的自考论坛，免费提供试题下载,免费咨询自考问题,免费自考课程试听，免费下载自考串讲资料，全国自考专业..."
96944,沈阳音乐学院,www.sycm.com.cn,得分:3298,539,186,网站简介：沈阳音乐学院在中国具有悠久历史的专业音乐学院，也是东北地区好的高等音乐学府。
29232,建筑学院,archcollege.com,得分:3297,540,43,网站简介：建筑学院
170,搜狗问问,wenwen.sogou.com,得分:3296,541,2420,网站简介：搜狗旗下的互动问答社区，用户可以提出问题、解决问题、或者搜索其他用户沉淀的精彩内容；在这里可以感受到热烈的互助气氛，浏览到精彩的问答内容。
440040,LILY英语校内网 ,edu.lilyenglish.com,得分:3294,542,5,"网站简介：LILY英语是专注于6-12岁少儿英语教育的机构,成立十年以来，已经培养出近万名能够用英语去感知、去表达的学生。在这里，小学生经过四年到五年的业余学习，便可使英语成为他们..."
91610,浙江理工大学,zstu.edu.cn,得分:3294,543,241,网站简介：浙江理工大学是一所以工为主，特色鲜明，优势突出，理、工、文、经、管、法、艺术、教育等多学科协调发展的省属重点建设大学。学校坐落于“上有天堂，下有苏杭”的历史文化...
36448,菁优网,jyeoo.com,得分:3291,544,146,"网站简介：菁优网（www.jyeoo.com）以推动国内网络教育发展为己任,秉承严谨细致的工作作风,以诚信为本,致力于打造未来学习、教研平台。"
127719,广东省教育考试院,eeagd.edu.cn,得分:3291,545,437,网站简介：广东省教育考试院官方网站。
52772,市场部,shichangbu.com,得分:3290,546,134,"网站简介：市场部网成立于2006年1月,面向中国8000万市场营销人士,为中国市场人的职业发展提供智力支持及专业服务,市场部网的宗旨是提升市场人的职业竞争力,提高市场部的竞争力。"
13562,台湾清华大学,www.nthu.edu.tw,得分:3289,547,80,网站简介：台湾清华大学是台湾顶尖综合性大学，一所人文社会、理、工、生科、管理领域均衡发展的学府，前身为1911年在北京设立的清华学堂，国共内战后，声誉卓著的国立清华大学被历史...
175373,轻轻家教,www.changingedu.com,得分:3288,548,7,网站简介：轻轻家教是目前国内大型的家教O2O平台。由原上海昂立教育创始人刘常科、精锐教育联合创始人胡国志联合创办。 并携手中国的先锋教育企业好未来（原学而思）。旨在为学生找到...
6,腾讯课堂,ke.qq.com,得分:3287,549,661,网站简介：腾讯推出的专业在线教育平台。依托QQ群视频和腾讯视频直播能力，实现老师在线上课教学，学生即时互动学习的课堂。下设职业培训、公务员考试、托福雅思、考证考级、英语口语...
7176,VIPKID,www.vipkid.com.cn,得分:3287,550,0,"网站简介：VIPKID由长江商学院孵化，创新工场，经纬中国、红杉资本、北极光和真格基金联合投资，为5-12岁小朋友提供美国小学课程的互联网教育公司。
VIPKID专注为5-12岁小朋友提供有效..."
12175,影视工业网,107cine.com,得分:3287,551,78,网站简介：影视工业网（107cine.com），拥有强大影视器材产品库，面向独立电影，纪录片，广告，MV，宣传片，婚庆摄像，商业摄像，网络视频制作等行业，为影视器材厂商、独立制作从业人...
72607,免费论文网,hi138.com,得分:3287,552,8,"网站简介：第一家中英对照论文网,找免费论文,下载论文,就上免费论文下载中心,覆盖法律,英语,教育,经济,管理等2024个论文分类,40万余篇免费论文范文,是专业的论文下载网站。"
47651,三思教育网,www.srssn.com,得分:3286,553,0,网站简介：三思教育网（www.srssn.com）：三思教育教育集团努力打造好的教育信息网站，为每个爱学习的朋友提供好的教育！
110052,中国军网,chinamil.com.cn,得分:3286,554,4137,网站简介：中国军网是经中央军委批准的中国人民解放军唯一新闻门户网站，第一时间向全球网民发布权威军事资讯，追踪军事热点，反映军事动态，介绍国内外新武器发展动态，拥有中国大的...
14116,北京大学医学部,www.bjmu.edu.cn,得分:3285,555,235,网站简介：北京大学医学部（简称北医）位于学府林立的首都北京海淀区学院路，其前身是国立北京医学专门学校，创建于1912年10月26日，是中国政府教育部依靠中国自己的力量开办的第一所...
8316368,第一家教,letsno1.cn,得分:3284,556,344,网站简介：以您为本的第一家教（www.letsno1.cn）是全球个性化教育领导者，是公认的家教第一品牌，汇集海量家教教员信息，是全球领先的家教市场和教员学员社区。首家拥有超过200万家教...
100366,兰州交通大学,lzjtu.edu.cn,得分:3284,557,186,网站简介：兰州交通大学创建于l958年，由唐山铁道学院（现西南交通大学）和北京铁道学院（现北京交通大学）部分系科成建制迁兰组建，原名兰州铁道学院，是我国第三所铁路院校。2003年...
98604,你好网,nihaowang.com,得分:3284,558,159,网站简介：你好网（www.nihaowang.com），囊括中国承认的海外院校、229国家地区风景和实名点评。数千出国旅游、留学等服务机构随时回答你出国的一切问题。
68486,人大附中,rdfz.cn,得分:3283,559,114,网站简介：中国人民大学附属中学是教育部直属学校，北京市首批示范高中校。她创办于1950年4月，位于北京市中关村高科技园区的中心地带，校园占地142亩，与北京大学、清华大学、中国人...
170259,军事天地,mil.chinaiiss.com,得分:3282,560,183,网站简介：军事观察室、中国军事、中国军事网、军事新闻
13598,能力天空,ablesky.com,得分:3281,561,621,网站简介：能力天空（www.ablesky.com），全球知识交易平台。
47689,集美大学,www.jmu.edu.cn,得分:3281,562,133,网站简介：集美大学是福建省省属多科性大学，省重点建设高校，交通运输部与福建省共建高校，博士学位授予单位，面向全国招生。
22505,南京农业大学,www.njau.edu.cn,得分:3280,563,205,网站简介：南京农业大学（nanjing agricultural university）坐落于钟灵毓秀、虎踞龙蟠的古都南京，是一所以农业和生命科学为优势和特色，农、理、经、管、工、文、法学多学科协调发展...
104031,ABC360伯瑞英语,abc360.com,得分:3280,564,22,网站简介：ABC360伯瑞英语，在线学英语，第一品牌（每节课程7.2元），真人外教一对一在线英语培训，是国内领先在线英语培训机构。ABC360伯瑞英语提供各类英语培训课程。
85344,北京舞蹈学院,bda.edu.cn,得分:3280,565,311,网站简介：北京舞蹈学院（Beijing Dancing Academy），简称北舞（BDA），是中国唯一一所专门化的舞蹈专业教育的高等院校，也是当今世界规模大专业设置全面的舞蹈知名院校，被誉为“舞...
20703,云南大学,www.ynu.edu.cn,得分:3279,566,146,网站简介：云南大学始建于1922年，时为私立东陆大学，1934年更名为省立云南大学，1938年改为国立云南大学，是我国西部边疆早建立的综合性大学之一。
94479,安徽农业大学,ahau.edu.cn,得分:3278,567,216,网站简介：安徽农业大学
103811,湖南师范大学,www.hunnu.edu.cn,得分:3277,568,183,网站简介：湖南师范大学创建于1938年，位于历史文化名城长沙，是国家“211工程”重点建设的大学、教育部普通高等学校本科教学工作水平评估优秀高校。学校现有5个校区，占地168公顷，建...
54779,美术宝,www.meishubao.com,得分:3277,569,16,网站简介：美术宝，美术生必备神器。国内的专业化美术生学习交流软件，是一款针对全国美术考生和绘画爱好者提供学习交流与实时评画答题的软件。这里汇集了全国各路画霸交流切磋，随时...
4582,國立臺灣大學,www.ntu.edu.tw,得分:3275,570,111,网站简介：国立台湾大学（National Taiwan University），简称台大，成立于1928年，是坐落于台北市的一所研究型公立综合大学，素有“台湾第一学府”之称。其前身为日本统治时期所建立...
131264,CHN强国网,cnqiang.com,得分:3275,571,147,"网站简介：强国网是一个专业全面的军事网站，主要有以下栏目：军事新闻,战略时评,军事评论,中国军事,军情聚焦,军事视频,国际观察,强国军事,军事图片,犯我中华者虽远必诛"
176598,重庆医科大学,cqmu.edu.cn,得分:3274,572,237,网站简介：重庆医科大学简称“重医”，由中华人民共和国教育部、国家卫生和计划生育委员会和重庆市人民政府共建，入选国家“111计划”、中西部高校基础能力建设工程、卓越医生教育培养...
227841,给力英语网,171english.cn,得分:3272,573,104,"网站简介：给力英语网（www.171english.cn）,提供英语听力,英语口语,英语作文,英语试题,英语教学论文,少儿英语,英语阅读,英语说课,英语课件,VOA在线收听,英语学习视频等资源."
229632,江苏公务员考试网,jsgwyw.org,得分:3272,574,242,网站简介：江苏公务员考试网:发布2016年江苏公务员考试报名时间、报名条件、2016年江苏公务员考试职位表、考试公告、考试真题、通用教材、2016年江苏公务员网上报名入口以及成绩查询入...
138491,101网校官网,www.chinaedu.com,得分:3272,575,677,"网站简介：101教育是国内首家中小学在线教育机构,为小学、初中、高中各年级学生提供线上1对1辅导、网校同步课堂、名师答疑一站式提分解决方案;让家长们通过101教育官网获取新的家庭教..."
151392,100教育,100.com,得分:3272,576,883,"网站简介：100教育专注于提供1对1网络辅导，目标用户群为初中生和高中生，辅导科目包括初高中数学、英语、语文、物理、化学，致力于为学员提供了全新、便捷、高效的学习体验。
"
103782,上海学前教育网,age06.com,得分:3270,577,218,网站简介：作为上海教科网“一网五环”工程的重要组成部分，上海学前教育网（www.age06.com）于1999年4月21日正式开通。
128484,中文百科,zwbk.org,得分:3270,578,310,"网站简介：特大型开放互动式网络百科全书,科学系统的学科分类与开放式分类相结合,多目录交互式检索系统,简便快捷的wiki平台,人人皆可参与,创建知识文明,服务于全人类"
145066,常州信息职业技术学院,ccit.js.cn,得分:3269,579,95,网站简介：常州信息职业技术学院，地处中国经济较为发达的长三角腹地——常州，是江苏省首家信息职业技术学院，隶属于江苏省经济和信息化委员会，是全国100所国家示范性高等职业院校之...
302033,北京外国语大学网络教育学院官网,beiwaionline.com,得分:3269,580,163,"网站简介：北外网院成立于2000年,被评为“全国十佳网络教育学院”。提供成人学历教育,专升本,高起本,高起专,本科第二学历等。专业有英语,工商管理,会计,金融,国际经济与贸易,信息管理..."
89820,湖北经济学院,hbue.edu.cn,得分:3268,581,101,网站简介：湖北经济学院位于湖北省省会武汉市，是以经济学、管理学为主干，法学、文学、理学、工学、艺术学协调发展的一所省属全日制公办普通本科高校。
48974,南京林业大学,www.njfu.edu.cn,得分:3267,582,124,网站简介：以林业为主体，林、农、牧、渔等多种产业相结合的院校。
78959,中华语文网,zhyww.cn,得分:3267,583,432,"网站简介：中华语文网（www.zhyww.cn）“语文报”旗下网站,为广大师生搭建语文学习、交流和活动的网络平台。"
161672,天津师范大学,tjnu.edu.cn,得分:3266,584,157,网站简介：天津师范大学是天津市属重点院校，始建于1958年，原名天津师范学院，1982年更名为天津师范大学。1999年4月，原天津师范大学、天津师范高等专科学校、天津教育学院合并组建新...
216333,万学教育集团官方网站,wanxue.cn,得分:3264,585,77,网站简介：万学将努力成为中国大的面向所有大学生提供全方位“大学后教育和培训”的服务机构，我们的服务将涵盖大学生毕业后的所有选择（即考研究生，考公务员，求职就业）。
33783,哒哒英语,dadaabc.com,得分:3263,586,2,网站简介：哒哒英语（DaDaABC）成立于2013年4月，是一家专注于5-16周岁青少儿英语学习的1对1在线教育平台。我们致力于通过技术研发，不断完善先进的实时互动教室，让孩子在家中通过流...
30916,上海工程技术大学,sues.edu.cn,得分:3262,587,78,网站简介：上海工程技术大学是工程技术、经济管理和艺术设计等多学科互相渗透、协调发展的全日制普通高等学校。学校的主校区坐落于上海松江大学城。松江校区占地近1200亩，总建筑面积...
88140,中国美术高考网,51meishu.com,得分:3262,588,587,网站简介：中国美术高考网www.51meishu.com，2015年美术高考网提供2015年艺术类招生简章、美术高考培训班、北京美术培训班、美术高考成绩查询和优秀试券，中国美术高考网立足北京，无...
1003228,吉林市教育信息网,jledu.com.cn,得分:3261,589,62,网站简介：吉林市教育有300余年的教育史，在党和政府以及全市教育工作者的不懈努力下，吉林市的教育事业得到长足的发展。吉林市教育局致力于建设若干所在国际上有一定影响的学校，产生...
41627,福建省安全教育平台,fujian.safetree.com.cn,得分:3261,590,0,网站简介：福建省安全教育平台是由福建省教育厅主办的学生安全教育学习平台。
51050,南方医科大学,fimmu.com,得分:3261,591,222,网站简介：南方医科大学前身为中国人民解放军第一军医大学，创建于1951年，1979年被确定为全国重点大学，2004年8月整体移交广东省，更名为南方医科大学。学校是全国首批、广东省唯一一...
126897,中国华文教育网,hwjyw.com,得分:3261,592,54,网站简介：中国华文教育网是面向全球华文学校教师、华裔青少年学习中华语言和传统文化的服务平台，是华文教育专家、学者、教师和学生相互交流及分享经验心得的园地。国务院侨务办公室...
1,Google 学术搜索,scholar.google.com,得分:3260,593,334,网站简介：Google学术搜索是一个可以免费搜索学术文章的Google网络应用。2004年11月，Google第一次发布了Google学术搜索的试用版。该项索引包括了世界上绝大部分出版的学术期刊， 可广...
80101,上海交通大学继续教育学院,onlinesjtu.com,得分:3260,594,84,"网站简介：上海交通大学继续教育学院网络教育（原网络教育学院）,位于上海市华山路1954号交大徐汇校区。开展专升本\高升专\高升本学历教育，招生专业涵盖艺术\经济管理\船舶\计算机\英..."
261239,国家公务员网,gjgwy.net,得分:3260,595,802,"网站简介：国家公务员网:2016年国家公务员考试网上报名时间,考试大纲,国家公务员考试职位表,专家答疑,历年真题,公务员考试用书,每天都在更新..."
20457,大连海事大学,www.dlmu.edu.cn,得分:3259,596,165,网站简介：大连海事大学（原大连海运学院）是交通运输部所属的全国重点大学，是中国著名的高等航海学府，是被国际海事组织认定的世界上少数几所“享有国际盛誉”的海事院校之一。
64547,岭南大学,www.ln.edu.hk,得分:3259,597,45,网站简介：岭南大学(Lingnan University)，前身为于晚清成立的格致书院。 现为香港八所法定公立大学之一，并为世界博雅院校联盟成员 ，AACSB认证成员 。2015年获《福布斯》杂志列为亚...
165293,华南师范大学网络教育学院,gdou.com,得分:3259,598,68,网站简介：
81419,福建农林大学,fafu.edu.cn,得分:3258,599,129,网站简介：福建农林大学是福建省重点建设的3所高水平大学之一，是农业部、国家林业局与福建省政府共建大学，全国首批硕士学位授予单位和第二批博士学位授予单位，教育部本科教学工作水...
208499,心得体会,qcrx.cn,得分:3258,600,80,网站简介：心得体会提供学习心得体会范文参考，包括预备党员学习心得体会，十八大四中全会心得，学习十九大感想，学习两会精神体会，培训学习心得和教师心得体会。
63554,天星教育网,tesoon.com,得分:3257,601,75,网站简介：天星教育网（www.tesoon.com）是一家服务于中学师生、教育团体的综合教育门户网站，凭借快速权威的考试信息、海量教学资源以及公司强大的图书资源优势成为国内教育行业的领...
17763,西交利物浦大学,www.xjtlu.edu.cn,得分:3256,602,29,网站简介：西交利物浦大学（XJTLU）是经中国教育部正式批准，由西安交通大学和英国利物浦大学合作在苏州创立的，具有独立法人和鲜明特色的新型国际大学。它是中国目前强强合作，以理、...
40504,安徽大学,www.ahu.edu.cn,得分:3256,603,160,网站简介：安徽大学(Anhui University)是国家“211工程”重点建设高校，是安徽省人民政府与教育部共建高校，安徽省属重点综合性大学。 作为安徽现代高等教育开端，学校1928年创建于当...
23731,南京邮电大学,www.njupt.edu.cn,得分:3255,604,66,网站简介：南京邮电大学是国家工业和信息化部与江苏省人民政府共建的高校。在长期的办学过程中，人才培养质量高、毕业生社会声誉好。
331455,天津理工大学,tjut.edu.cn,得分:3255,605,124,网站简介：天津理工大学是一所以工为主，工理结合，工、理、文、管等学科协调发展的多科性大学。学校有主校区和校本部两个校区，总占地面积1810661平方米。学校校训是“重德重能、求实...
91985,湖北教育信息网,e21.cn,得分:3255,606,2651,网站简介：湖北教育信息网（www.e21.cn）是由湖北省教育厅主管、湖北省教育信息化发展中心 （湖北省教育厅直属事业单位）主办的湖北教育唯一共享的门户网站。
102499,中国科学院国家天文台,bao.ac.cn,得分:3254,607,138,网站简介：中国科学院国家天文台官方网站
57994,易考吧,etest8.com,得分:3254,608,1515,网站简介：易考吧（www.etest8.com）网站是深圳赛络科技有限公司下属的全资网站，建立于2006年9月，网站主要为各广大提供一站式服务的专业考试培训门户网站。
289396,四川音乐学院,sccm.cn,得分:3254,609,308,网站简介：四川音乐学院（Sichuan Conservatory Of Music）简称川音，是中国九大音乐学院之一，教育部确定的31所独立设置本科艺术院校之一。1939年3月初，我国话剧运动的先驱、著名戏...
195198,英语作文网,adreep.cn,得分:3254,610,141,"网站简介：英语作文网（www.adreep.cn）提供英语作文范文，高中英语作文,初中英语作文,小学英语作文,大学英语四六级作文,英语作文模板,英语作文题目等。"
13828,江苏大学,www.ujs.edu.cn,得分:3253,611,79,网站简介：  江苏大学是2001年8月经教育部批准，由原江苏理工大学、镇江医学院、镇江师范专科学校合并组建的以工科为特色的教学研究型综合性大学。原江苏理工大学的前身镇江农业机械学...
636544,高职单招网,danzhaowang.com,得分:3252,612,162,"网站简介：高职单招网--专注入高校高职单招单独考试招生第一门户。高职单招网是全国规模大、访问量高、专业性强、影响广泛的高职单招教育网站。报名热线：400-0509-023
    高职单招..."
41776,英语趣配音,qupeiyin.cn,得分:3251,613,1,网站简介：英语趣配音是由杭州菲助科技联合iShow教育集团研发的英语配音产品，通过收集经典的电影、歌曲，打造内容全面的配音类口语学习系统。
32336,广西大学,www.gxu.edu.cn,得分:3250,614,250,网站简介：广西大学
294721,上海戏剧学院,sta.edu.cn,得分:3250,615,333,网站简介：上海戏剧学院是中国培养戏剧专门人才的高等艺术院校，前身是上海市市立实验戏剧学校，1945年12月1日由著名教育家顾毓琇与著名戏剧家李健吾、顾仲 彝、黄佐临等创立，熊佛西...
122276,四川外国语大学,sisu.edu.cn,得分:3249,616,119,网站简介：四川外国语大学（简称“川外”）坐落在重庆市沙坪坝区，是一所全日制普通本科院校，是西南地区外语和涉外人才培养以及外国语言文化、对外经济贸易、国际问题研究的重要基地...
6,腾讯大学,daxue.qq.com,得分:3248,617,302,网站简介：腾讯大学作为腾讯特色的学习交流平台，服务于腾讯合作伙伴及用户，面向互联网产业链，传播腾讯经验，分享行业知识及优秀实践，助力合作伙伴成长，推动开放共赢的互联网生态...
82868,淘课网,taoke.com,得分:3248,618,634,"网站简介：淘课网（www.taoke.com）联合全国数万优秀培训师和培训机构,给企业提供有针对性的、互动的、积聚人脉的管理培训服务.包括提供培训需求诊断、培训课程采购、培训资料下载等服..."
830989,朗阁教育集团官方网站,longre.com,得分:3248,619,319,"网站简介：国内专业英语语言教育机构,专注雅思,新托福,sat,gre,gmat,ssat,初中托福等海外留学考试培训班,更有外教口语, vip1v1,听力,阅读,写作,暑假、暑期培训辅导班,全面提升英语综合..."
102196,江西师范大学,www.jxnu.edu.cn,得分:3246,620,149,网站简介： 江西师范大学是教育部、江西省人民政府共建高校和中西部高校基础能力建设工程高校。
52591,课堂派,ketangpai.com,得分:3245,621,0,网站简介：A 课堂派是一款帮助老师批改作业的平台，课堂派提供包括在线作业批改、课堂点名、课程资源共享、师生交流及答疑在内的在线课堂管理工具。
26486,北京林业大学,www.bjfu.edu.cn,得分:3245,622,331,网站简介：北京林业大学（Beijing Forestry University）简称北林，位列国家“211工程”，入选“985工程优势学科创新平台”、“卓越农林人才教育培养计划”、“2011计划”，北京高科大...
101434,一起留学网,www.17liuxue.com,得分:3245,623,5,网站简介：一起留学网-出国留学免费申请/DIY服务领导者，是为学生提供出国留学教程和一站式留学DIY申请的信息平台，学生可通过一起留学网进行：澳洲英国新西兰在线免费留学咨询、方案...
87745,西安科技大学,xust.edu.cn,得分:3244,624,97,网站简介：西安科技大学（Xi`an University of Science and Technology）简称“西科大”，位于古都西安，建立于1958年9月。其前身是西安交通大学地质、采矿系调出”建立的西安矿业学院...
715724,畅言网,isay365.com,得分:3243,625,57,网站简介：提供普通话水平测试、普通话考试、普通话测试考前模拟测试及在线学习辅导；英语人机互动式口语听力测试、学习服务，采用迄今唯一通过国家语委鉴定的智能口语测试系统。
29166,上海师范大学,www.shnu.edu.cn,得分:3242,626,102,网站简介：上海师范大学（Shanghai Normal University），简称上师大或上海师大，是国家教育部与上海市人民政府共建的上海市属重点大学。一所以文科见长并具教师教育特色的文理工多学...
69518,智康1对1官网,jiajiaoban.com,得分:3242,627,764,网站简介：智康1对1是美国纽交所上市公司学而思一对一辅导品牌，为中小学生提供数学、英语、语文、物理、化学等辅导，咨询智康一对一辅导价格及校区请拨打电话：4000-121-121
79238,东莞理工学院,dgut.edu.cn,得分:3241,628,107,网站简介：东莞理工学院，简称莞工（DGUT）。2015年全国排名408名，是广东省重点建设大学之一，是第一批“卓越工程师教育培养计划”高校，兼有一本和二本专业，也是东莞史上创办的第一...
20202,共产党员网学习频道,xuexi.12371.cn,得分:3239,629,376,网站简介：12371 共产党员网 学习 课件
78626,讲历史,jianglishi.cn,得分:3239,630,0,网站简介：『讲历史』一个全面讲述中国历史的历史网站，也是一个有丰富的历史知识网站，讲历史专注于收集中国历史上各个朝代人物、战争、野史、文化等全面的中国历史知识，并拥有良好...
65113,安徽理工大学,aust.edu.cn,得分:3239,631,99,网站简介：安徽理工大学是安徽省重点建设的特色高水平大学，是国家“中西部高等教育振兴计划”—中西部高校基础能力建设工程支持建设的高校，是安徽省和国家安全生产监督管理总局共建...
29551,南昌大学,www.ncu.edu.cn,得分:3238,632,237,网站简介：南昌大学是一所“文理工医渗透、学研产用结合”的综合性大学，是江西省人民政府和教育部共建的国家“211工程”重点建设大学，是国家“中西部高校提升综合实力建设规划”和“...
99543,卓越教育网,zy.com,得分:3238,633,549,网站简介：卓越教育为中小学生提供一对一补习与个性化辅导，设有作文、语文、数学、英语等学科的高中辅导，初中补习， 小学数学辅导，高考辅导班，暑假辅导，寒假辅导，中高考复读班等
227969,河南广播电视大学,open.ha.cn,得分:3238,634,174,网站简介：河南广播电视大学是1979年经河南省人民政府批准建立的一所省属综合性高等学校，同时附设有经河南省人民政府批准设立的河南省广播电视中等专业学校。河南广播电视大学从1979...
109450,育路教育,yuloo.com,得分:3238,635,1943,"网站简介：育路教育网-致力于提供国际学校、出国留学,夏令营,考研,在职研究生,专本科学历,高校招生,高考,职业培训,中小学教育,远程教育等教育资讯和招生信息,打造专业的教育学习服务平..."
44797,顶你学堂,www.topu.com,得分:3236,636,75,网站简介：顶你学堂是中国首个正式商业运营并且拥有完全自主知识产权的大规模开放在线教育平台，致力于为用户提供一流的高等教育与职业教育内容，促进教育公平，培养创新人才，构建“...
65333,上海立信会计学院,lixin.edu.cn,得分:3236,637,77,网站简介：上海立信会计学院是上海市人民政府举办的全日制普通高等学校，是中国现代会计教育的发源地之一。学校由被誉为“中国现代会计之父”的著名教育家潘序伦先生始创于1928年，19...
447827,嘉兴学院,zjxu.edu.cn,得分:3236,638,174,网站简介：嘉兴学院是2000年3月经国家教育部批准，由原浙江经济高等专科学校和嘉兴高等专科学校合并组建的普通本科高校
69300,罗湖教育信息网,luohuedu.net,得分:3233,639,177,网站简介：罗湖教育信息网（www.luohuedu.net）。
262352,中国历史故事网,gs5000.cn,得分:3232,640,88,网站简介：中华5000年的历史故事，历史爱好者的精神家园。
259684,习网,ciwong.com,得分:3232,641,298,网站简介：习网，9年耕耘，以开创k12知识分享新模式为愿景，以“为每个孩子创造公平而美好的教育机会”为终极使命和梦想。自成立以来，逐渐形成以【习习向上】、【习习向上-学校智能作...
104415,故事中国,storychina.cn,得分:3231,642,345,网站简介：故事会，《故事会》主办，故事中国，故事会，故事会萃：幽默笑话，幽默故事，民间故事，传奇故事，百姓故事，人气写手，情感故事，爱情故事，言情故事，惊险故事，哲理故事...
95445,西安外国语大学,www.xisu.edu.cn,得分:3230,643,101,网站简介：西安外国语大学创建于1952年，是新中国早建立的4所外语院校之一，是西北地区唯一的一所主要外语语种齐全的普通高校。其前身是西北大学俄语系、兰州大学俄语系、中共西北局党...
63642,多贝公开课,duobei.com,得分:3230,644,1549,网站简介：多贝网（www.duobei.com）是一个学习和分享平台，为知识分享活动提供在线交互、自动录像和便捷收费的服务。一方面帮助学习者随时随地一键参与喜欢的活动，一方面帮助分享者...
254350,中国矿业大学(北京),cumtb.edu.cn,得分:3229,645,374,"网站简介：中国矿业大学（北京）（China University of Mining &amp; Technology,Beijing）是在原北京矿业学院基础上发展起来的一所研究型大学，位于北京市，始建于1909年。学校的..."
63748,滴答网,tigtag.com,得分:3229,646,745,"网站简介：滴答网是中国第一批创办出国,留学,移民,海外,海归的综合网站,是有影响力的出国留学,留学移民品牌网站,有出国留学移民,海外生活,留学生海归的专业资讯,有以华人为核心的留学..."
111358,360doc个人图书馆,360doc.cn,得分:3228,647,4,网站简介：360doc个人图书馆是免费的知识分享社区，注册后即可拥有自己的个人图书馆，并保存、管理和分享在网上看到的好文章。
27274,福州大学,www.fzu.edu.cn,得分:3227,648,172,网站简介： 福州大学是国家“211工程”重点建设高校，福建省人民政府与国家教育部共建高校。创建于1958年，现已发展成为一所以工为主、理工结合，理、工、经、管、文、法、艺等多学科...
185731,千亿词霸,igimu.com,得分:3227,649,386,网站简介：俄语词典 在线词典 千亿词霸（http://www.qianyix.com):提供免费俄语在线查词，人性化全文翻译，俄语社区服务。更有国内强大的变格变位查询系统。千亿俄语完整地收录了来自...
173727,武汉音乐学院,whcm.edu.cn,得分:3226,650,143,网站简介：武汉音乐学院(Wuhan conservatory of Music)是全国9所独立设置的音乐学院之一，也是中国中部地区唯一独立设置的高等音乐学府。
154349,书香中国,chineseall.cn,得分:3225,651,631,网站简介：书香中国是中文在线旗下网站，提供十万余册正版电子书免费在线阅读，涵盖畅销小说、人文社科、经管励志、人物传记等，并支持组织读书征文活动、分享书籍等，致力于成为中国...
39808,南京信息工程大学,www.nuist.edu.cn,得分:3225,652,48,网站简介：南京信息工程大学享有“中国气象人才摇篮”之美誉，其前身南京气象学院始建于1960年，1978年为全国重点大学，2004年更名为南京信息工程大学，是江苏省人民政府、教育部和中...
44671,上海应用技术学院,sit.edu.cn,得分:3225,653,48,网站简介：上海应用技术学院是由全国示范性高工专——上海轻工业高等专科学校、上海冶金高等专科学校、上海化工高等专科学校以及原国家轻工业部所属上海香料研究所合并组建而成，是一...
275141,中国在职研究生招生信息网,www.yanedu.com,得分:3224,654,21,网站简介：中国在职研究生招生信息网为学生提供新的官方在职研究生、同等学力申硕、在职硕士、在职博士、研修班、MBA等专业高校咨询服务!及时发布新在职研究生报考条件、时间、简章等...
45165,上海外语教育出版社,sflep.com,得分:3223,655,117,网站简介：上海外语教育出版社网站
80414,广州招考网 ,gzzk.cn,得分:3222,656,110,网站简介：广州招考网是一专门为中考、高考、成考、自学考试、非学历证书考试等各类考生提供招生与考试服务的专业性网站。本网站由广州市招生考试委员会办公室主办，主要提供：招生考...
